SNOMED code	SNOMED descriptor	ICD-O code	topography	filter_code
81683007	Posterior commissure of larynx	C32.0	top	0_0_0_2_2_0
81686004	Vestibular nerve	C72.4	top	0_0_0_13_3_4
81688003	Costovertebral joint	C41.3	top	0_0_0_3_1_3
81691003	Entire non-articular part of tubercle of eighth rib	C41.3	top	0_0_0_3_1_3
81722007	Pedunculopontine nucleus of tegmentum of midbrain	C71.7	top	0_0_0_13_2_7
81726005	Subcutaneous tissue of postauricular region	C49.0	top	0_0_0_8_0
81727001	Muscle of neck	C49.0	top	0_0_0_8_0
81737006	Lacunar ligament	C49.5	top	0_0_0_8_5
81743008	Peri-ileal tissue	C76.2	top	0_0_0_15_2
81745001	Eye	C69.9	top	0_0_0_13_0_8
81747009	Retromammary fat	C50.9	top	0_0_0_9_8
81752004	Intervertebral foramen of eleventh thoracic vertebra	C41.2	top	0_0_0_3_1_2
81797008	Aortic valve cusp	C38.0	top	0_0_0_2_6_0
81802002	Pectoral muscle	C49.3	top	0_0_0_8_3
81831003	Right sublingual gland	C08.1	top	0_0_0_0_8_1
81842007	Cranial articular process of third lumbar vertebra	C41.2	top	0_0_0_3_1_2
81853001	Subcutaneous tissue of neck	C49.0	top	0_0_0_8_0
81861006	Forebrain	C71.9	top	0_0_0_13_2_9
81871008	Commissure of superior colliculus	C71.7	top	0_0_0_13_2_7
81872001	Intervertebral foramen of sixth cervical vertebra	C41.2	top	0_0_0_3_1_2
81883005	Alveus of hippocampus	C71.2	top	0_0_0_13_2_2
81900009	Dorsal venous arch of foot	C49.2	top	0_0_0_8_2
81915005	Subcutaneous tissue of perianal area	C49.5	top	0_0_0_8_5
81920005	Solid carcinoma	8230/3	hist	0_0_1_5_64
81921009	Second metacarpal bone	C40.1	top	0_0_0_3_0_1
81922002	Rectosigmoid	C19.9	top	0_0_0_1_4_0
81930001	Internasal suture of skull	C41.0	top	0_0_0_3_1_0
81931002	Stapedius muscle	C30.1	top	0_0_0_2_0_1
81939000	Anal region	C76.3	top	0_0_0_15_3
81955007	Utricle	C30.1	top	0_0_0_2_0_1
81965001	Head of humerus	C40.0	top	0_0_0_3_0_0
81985002	Scala tympani	C30.1	top	0_0_0_2_0_1
81992007	Scrotal skin	C63.2	top	0_0_0_11_3_2
81997001	Cellular cartilage	C41.9	top	0_0_0_3_1_6
82002001	Ring finger	C76.4	top	0_0_0_15_4
82008002	Tuberosity of navicular bone of foot	C40.3	top	0_0_0_3_0_3
82024001	Scaphoid fossa	C44.2	top	0_0_0_5_2
82029006	Mons pubis	C51.9	top	0_0_0_10_0_4
82034005	Temporozygomatic suture of skull	C41.0	top	0_0_0_3_1_0
82038008	Skin of breast	C44.5	top	0_0_0_5_5
82039000	Capsule of sternoclavicular joint	C41.3	top	0_0_0_3_1_3
82049002	Papillomatosis	8060/0	hist	0_0_1_2_11
82082004	Esophageal mucous membrane	C15.9	top	0_0_0_1_0_7
82094008	Lower respiratory tract	C39.9	top	0_0_0_2_7_2
82095009	Intracanalicular part of optic nerve	C72.3	top	0_0_0_13_3_3
82097001	Sural nerve	C47.2	top	0_0_0_6_2
82102003	Superficial layer of temporal fascia	C49.0	top	0_0_0_8_0
82115007	Obturator internus	C49.2	top	0_0_0_8_2
82121006	Vein of neck	C49.0	top	0_0_0_8_0
82125002	Giant cell tumor of soft parts	9251/1	hist	0_0_1_31_2
82136009	Spaces of corpora cavernosa	C60.2	top	0_0_0_11_0_2
82137000	Entire bone of L6	C41.2	top	0_0_0_3_1_2
82139002	Lacrimal papilla	C69.5	top	0_0_0_13_0_5
82151000	Subcutaneous tissue of cruro-vulvar fold	C51.9	top	0_0_0_10_0_4
82168001	Ciliary margin of iris	C69.4	top	0_0_0_13_0_4
82169009	Left knee	C76.5	top	0_0_0_15_5
82182001	Superior constrictor pharyngeus muscle	C49.0	top	0_0_0_8_0
82200002	Splenic plexus	C47.4	top	0_0_0_6_4
82210006	Capitate bone	C40.1	top	0_0_0_3_0_1
82221002	Septum secundum	C38.0	top	0_0_0_2_6_0
82263003	Internal intercostal membrane	C49.3	top	0_0_0_8_3
82266006	Great auricular nerve posterior branch	C47.0	top	0_0_0_6_0
82267002	Malignant tumor, small cell type	8002/3	hist	0_0_1_0_8
82284008	Basilar membrane of modiolus	C30.1	top	0_0_0_2_0_1
82298000	Nasalis muscle	C49.0	top	0_0_0_8_0
82301001	Medial aspect of testis	C62.9	top	0_0_0_11_2_2
82333005	Retinaculum extensorum of hand	C49.1	top	0_0_0_8_1
82340006	Stroma of prostate	C61.9	top	0_0_0_11_1_0
82360003	Urogenital diaphragm	C49.5	top	0_0_0_8_5
82365008	Parasternal lymph node	C77.1	top	0_0_0_16_1
82375006	Polypoid adenoma	8210/0	hist	0_0_1_5_50
82384006	Costotransverse foramen	C41.3	top	0_0_0_3_1_3
82386008	Entire prerolandic artery	C49.0	top	0_0_0_8_0
82407001	Bronchus of left lower lobe	C34.3	top	0_0_0_2_4_3
82462005	Labium majus	C51.0	top	0_0_0_10_0_0
82465007	Flexor pollicis longus	C49.1	top	0_0_0_8_1
82471001	Left atrium	C38.0	top	0_0_0_2_6_0
82474009	Calcaneal tubercle	C40.3	top	0_0_0_3_0_3
82475005	Skin between great toe and second toe	C44.7	top	0_0_0_5_7
82493006	Thoracic spinal cord ventral horn	C72.0	top	0_0_0_13_3_0
82505006	Bicipitofibular bursa	C49.2	top	0_0_0_8_2
82509000	Superior ophthalmic vein	C49.0	top	0_0_0_8_0
82517008	Inguinal ligament	C49.5	top	0_0_0_8_5
82521001	Anterior wall of nasopharynx	C11.3	top	0_0_0_0_11_3
82530009	Placental membrane	C58.9	top	0_0_0_10_7_0
82541006	Subcutaneous tissue of suprasternal notch	C49.0	top	0_0_0_8_0
82553005	Subtendinous bursa of trapezius muscle	C49.6	top	0_0_0_8_6
82557006	External carotid nerve	C47.0	top	0_0_0_6_0
82561000	Symphysis pubis	C41.3	top	0_0_0_3_1_3
82568006	Pelvic genital structure	C76.3	top	0_0_0_15_3
82591005	Paget disease and infiltrating duct carcinoma of breast	8541/3	hist	0_0_1_9_31
82618008	Branch of parotid duct	C07.9	top	0_0_0_0_7_0
82631003	Iliocostalis colli	C49.6	top	0_0_0_8_6
82654007	Skin of pelvis	C44.5	top	0_0_0_5_5
82665002	Nucleus intercalatus of hypothalamus	C71.0	top	0_0_0_13_2_0
82680008	Digit	C76.7	top	0_0_0_15_6
82683005	Superior olivary nucleus	C71.7	top	0_0_0_13_2_7
82687006	Bone structure of T9	C41.2	top	0_0_0_3_1_2
82694009	Subcutaneous tissue of posterior surface of leg	C49.2	top	0_0_0_8_2
82700003	Nucleus ventralis posterior	C71.0	top	0_0_0_13_2_0
82705008	Entire endopeduncular nucleus	C71.0	top	0_0_0_13_2_0
82711006	Duct carcinoma	8500/3	hist	0_0_1_9_1
82716001	Rami communicantes of spinal nerve of cauda equina	C72.1	top	0_0_0_13_3_1
82747007	Tonsillar crypt	C09.9	top	0_0_0_0_9_3
82756004	Intervertebral disc space of first thoracic vertebra	C41.2	top	0_0_0_3_1_2
82767003	Entire angle of ninth rib	C41.3	top	0_0_0_3_1_3
82783003	Head of sixth rib	C41.3	top	0_0_0_3_1_3
82795003	Rhomboid fossa	C71.7	top	0_0_0_13_2_7
82817001	Lateral surface of fourth toe	C76.5	top	0_0_0_15_5
82818006	Splenic venules	C42.2	top	0_0_0_4_2
82841003	Male urethra	C68.0	top	0_0_0_12_4_0
82849001	Retroperitoneum	C48.0	top	0_0_0_7_0
82858008	Skin of fossa triangularis of ear	C44.2	top	0_0_0_5_2
82859000	Macula lutea	C69.2	top	0_0_0_13_0_2
82875002	Third metatarsal articular facet of second metatarsal bone	C40.3	top	0_0_0_3_0_3
82880006	Broca's area	C71.1	top	0_0_0_13_2_1
82881005	Roller's nucleus	C71.7	top	0_0_0_13_2_7
82905002	Lateral crus of superficial inguinal ring	C49.5	top	0_0_0_8_5
82910003	Dorsal surface of fourth toe	C76.5	top	0_0_0_15_5
82925003	Apex of arytenoid cartilage	C32.3	top	0_0_0_2_2_3
82932007	Middle clinoid process	C75.1	top	0_0_0_14_2_1
82956006	Extracellular space of nervous system	C47.9	top	0_0_0_6_8
82961008	Sphincter ani internus muscle	C21.1	top	0_0_0_1_6_1
82965004	T4/5 disc	C41.2	top	0_0_0_3_1_2
82993000	Malignant mixed tumor, chondrosarcomatous type	8940/3	hist	0_0_1_21_11
83010009	Clava	C71.7	top	0_0_0_13_2_7
83018002	Plantar arch	C49.2	top	0_0_0_8_2
83025009	Bile duct cystadenoma	8161/0	hist	0_0_1_5_27
83030008	Retropharyngeal area	C14.0	top	0_0_0_0_14_0
83031007	Skin of plantar surface of great toe	C44.7	top	0_0_0_5_7
83038001	Femoral region	C76.5	top	0_0_0_15_5
83048004	Pindborg tumor	9340/0	hist	0_0_1_33_26
83057005	Entire compound joint	C41.9	top	0_0_0_3_1_6
83067000	Horizontal interlobar fissure of right lung	C34.9	top	0_0_0_2_4_5
83080002	Superficial peroneal nerve muscular branches	C47.2	top	0_0_0_6_2
83083000	Dentate ligament	C70.9	top	0_0_0_13_1_2
83111006	Inner sulcus of organ of Corti	C30.1	top	0_0_0_2_0_1
83118000	Rhabdoid tumor	8963/3	hist	0_0_1_21_20
83135001	Entire posterior commissure of mitral valve	C38.0	top	0_0_0_2_6_0
83137009	Extraperitoneal space	C76.2	top	0_0_0_15_2
83142001	Rubrospinal tract	C71.7	top	0_0_0_13_2_7
83147007	Entire superior lingular branch of left pulmonary artery	C49.3	top	0_0_0_8_3
83151009	Axillary soft tissues	C49.3	top	0_0_0_8_3
83155000	Atrium of middle nasal meatus	C30.0	top	0_0_0_2_0_0
83186006	Conus artery	C49.3	top	0_0_0_8_3
83193005	Tectorial membrane of atlantoaxial joint	C41.2	top	0_0_0_3_1_2
83197006	Entire outer surface of fifth rib	C41.3	top	0_0_0_3_1_3
83203009	Vestibular branch of vestibulocochlear artery	C49.0	top	0_0_0_8_0
83207005	Entire middle phalanx of foot	C40.3	top	0_0_0_3_0_3
83229009	Entire digital palmar vein	C49.1	top	0_0_0_8_1
83232007	Great anterior radicular artery of Adamkiewicz	C49.0	top	0_0_0_8_0
83238006	Both ovaries	C56.9	top	0_0_0_10_5_0
83251001	Frontal lobe	C71.1	top	0_0_0_13_2_1
83278004	Globose nucleus	C71.6	top	0_0_0_13_2_6
83292005	Malignant teratoma, anaplastic	9082/3	hist	0_0_1_25_15
83299001	Labial commissure	C00.6	top	0_0_0_0_0_6
83301008	Uterine portion of fallopian tube	C57.0	top	0_0_0_10_6_0
83303006	Enamel rods	C26.9	top	0_0_0_1_11_2
83322002	Articular surface, interphalangeal, of phalanx of hand	C40.1	top	0_0_0_3_0_1
83338008	Dorsal nerve of clitoris	C47.5	top	0_0_0_6_5
83343001	Capillary nevus	9131/0	hist	0_0_1_28_10
83352005	Extensor carpi ulnaris muscle tendon	C49.1	top	0_0_0_8_1
83361005	Subcutaneous tissue of posterior axillary fold	C49.3	top	0_0_0_8_3
83380007	Gastro-omental lymph node	C77.2	top	0_0_0_16_2
83382004	Arcuate artery of leg	C49.2	top	0_0_0_8_2
83392007	Meningeal branch of ophthalmic artery	C49.0	top	0_0_0_8_0
83394008	Superior ligament of incus	C30.1	top	0_0_0_2_0_1
83418008	Entire fetus	C58.9	top	0_0_0_10_7_0
83419000	Femoral vein	C49.2	top	0_0_0_8_2
83427009	Sacciform recess of distal radioulnar joint	C40.1	top	0_0_0_3_0_1
83428004	Serous layer of parietal peritoneum	C48.2	top	0_0_0_7_2
83433000	Anterior insula	C71.0	top	0_0_0_13_2_0
83473006	Occlusal surface	C26.9	top	0_0_0_1_11_2
83488001	Portal bile ductule	C22.1	top	0_0_0_1_7_1
83495005	Subcutaneous tissue of lateral surface of middle finger	C49.1	top	0_0_0_8_1
83524000	Anulus fibrosus of intervertebral disc of fourth lumbar vertebra	C41.2	top	0_0_0_3_1_2
83541003	Entire vein of the lateral recess of the fourth ventricle	C49.0	top	0_0_0_8_0
83543000	Cartilage of auditory canal	C49.0	top	0_0_0_8_0
83555006	Lymphatic vessel	C49.9	top	0_0_0_8_8
83556007	Subcutaneous tissue of plantar surface of third toe	C49.2	top	0_0_0_8_2
83562002	Entire under border of fourth rib	C41.3	top	0_0_0_3_1_3
83570007	Vesicouterine pouch	C48.1	top	0_0_0_7_1
83571006	Ventral cochlear nucleus	C72.4	top	0_0_0_13_3_4
83572004	Entire prevertebral lymph node	C77.1	top	0_0_0_16_1
83575002	Allantois	C58.9	top	0_0_0_10_7_0
83643007	Entire temporomandibular articulation vein	C49.0	top	0_0_0_8_0
83648003	Entire right anterior tibial artery	C49.2	top	0_0_0_8_2
83651005	Nasomaxillary suture of skull	C41.0	top	0_0_0_3_1_0
83654002	Myocardium of ventricular septum	C38.0	top	0_0_0_2_6_0
83670000	Peritoneal cavity	C48.2	top	0_0_0_7_2
83673003	Skin between middle finger and ring finger	C44.6	top	0_0_0_5_6
83678007	Cerebrum	C71.0	top	0_0_0_13_2_0
83678007	Cerebrum	C71.9	top	0_0_0_13_2_9
83693006	Entire superior pancreatic lymph node	C77.2	top	0_0_0_16_2
83697007	Entire under border of third rib	C41.3	top	0_0_0_3_1_3
83708004	Capsule of midcarpal joint	C40.1	top	0_0_0_3_0_1
83711003	Ascending limb of Henle's loop	C64.9	top	0_0_0_12_0_0
83713000	Subcutaneous tissue of interscapular region of back	C49.3	top	0_0_0_8_3
83719001	Suspensory ligament of clitoris	C51.2	top	0_0_0_10_0_2
83738005	Index finger	C76.4	top	0_0_0_15_4
83742008	Sphenopalatine artery	C49.0	top	0_0_0_8_0
83754008	Lateral pectoral nerve	C47.1	top	0_0_0_6_1
83757001	Inferior clunic nerves	C47.2	top	0_0_0_6_2
83772002	Perilymphatic layer of vestibular membrane	C30.1	top	0_0_0_2_0_1
83775000	Laryngeal pouch	C32.1	top	0_0_0_2_2_1
83783006	Inguinal artery	C49.2	top	0_0_0_8_2
83791002	Vincula tendinum digitorum manus	C49.1	top	0_0_0_8_1
83819006	Entire embryo at stage 6	C58.9	top	0_0_0_10_7_0
83820000	Subcutaneous tissue of knee	C49.2	top	0_0_0_8_2
83844003	Renal tubular basement membrane	C64.9	top	0_0_0_12_0_0
83856002	Ostium appendicis vermiformis	C18.1	top	0_0_0_1_3_1
83921002	Spinal nerve communicating branch	C47.9	top	0_0_0_6_8
83936004	Ossa carpi	C40.1	top	0_0_0_3_0_1
83941007	Superior tarsal plate	C44.1	top	0_0_0_5_1
83944004	Chondromatosis	9220/1	hist	0_0_1_30_22
83947006	Hypothenar region	C76.4	top	0_0_0_15_4
83959005	Supramammillary nucleus	C71.0	top	0_0_0_13_2_0
83979002	Decussation of pons	C71.7	top	0_0_0_13_2_7
83990007	Left lateral ventricle	C71.5	top	0_0_0_13_2_5
83997005	Jejunal artery	C49.4	top	0_0_0_8_4
84010001	Semimembranosus muscle	C49.2	top	0_0_0_8_2
84013004	Extreme capsule	C71.0	top	0_0_0_13_2_0
84018008	Entire flexor tendon and tendon sheath of third toe	C49.2	top	0_0_0_8_2
84020006	L4/5 disc	C41.2	top	0_0_0_3_1_2
84047001	Nasal ridge	C30.0	top	0_0_0_2_0_0
84112006	Bone marrow bony trabeculae	C42.1	top	0_0_0_4_1
84140001	Prostatic utricle	C68.0	top	0_0_0_12_4_0
84157002	Epiphyseal line	C41.9	top	0_0_0_3_1_6
84159004	Entire neck of ninth rib	C41.3	top	0_0_0_3_1_3
84167007	Foot bone	C40.3	top	0_0_0_3_0_3
84206009	Aortic tunica intima	C49.3	top	0_0_0_8_3
84219008	Iliac lymph node	C77.5	top	0_0_0_16_5
84226008	Sphenoparietal suture of skull	C41.0	top	0_0_0_3_1_0
84228009	Inferior retinal temporal vein	C69.6	top	0_0_0_13_0_6
84243006	Cowper's duct	C68.0	top	0_0_0_12_4_0
84248002	Transverse process of fifth cervical vertebra	C41.2	top	0_0_0_3_1_2
84253007	Pedicle of second thoracic vertebra	C41.2	top	0_0_0_3_1_2
84271000	Entire left bronchial lumen	C34.0	top	0_0_0_2_4_0
84281001	Lateral region of abdomen	C76.2	top	0_0_0_15_2
84284009	Lamina propria of frontal sinus	C31.2	top	0_0_0_2_1_2
84289004	Entire subcutaneous tissue between second and third fingers	C49.1	top	0_0_0_8_1
84300001	Tunica media of artery	C49.9	top	0_0_0_8_8
84301002	Auditory canal	C44.2	top	0_0_0_5_2
84318003	Renal impression of liver	C22.0	top	0_0_0_1_7_0
84365009	Skin of philtrum	C44.0	top	0_0_0_5_0
84371003	Stylomastoid foramen	C41.0	top	0_0_0_3_1_0
84383001	Pudendal plexus	C47.5	top	0_0_0_6_5
84389002	Entire right ovarian vein	C49.4	top	0_0_0_8_4
84395001	Cerebellar pyramis	C71.6	top	0_0_0_13_2_6
84415004	Free margin of ovary	C56.9	top	0_0_0_10_5_0
84421000	Abdominal vein	C49.4	top	0_0_0_8_4
84441005	Bifurcated ligament	C49.2	top	0_0_0_8_2
84462006	Spinous process of seventh thoracic vertebra	C41.2	top	0_0_0_3_1_2
84465008	Kerckring's valve	C17.9	top	0_0_0_1_2_5
84507004	Skin of popliteal fossa	C44.7	top	0_0_0_5_7
84522009	Arch of cervical vertebra	C41.2	top	0_0_0_3_1_2
84526007	Uvula of bladder	C67.9	top	0_0_0_12_3_9
84532002	Entire penile or clitoridal artery	C49.5	top	0_0_0_8_5
84540008	Dentin	C26.9	top	0_0_0_1_11_2
84562008	Adrenal capsule	C74.9	top	0_0_0_14_1_2
84564009	Magnocellular hypothalamic nuclei	C71.0	top	0_0_0_13_2_0
84569004	Uterine end of ovary	C56.9	top	0_0_0_10_5_0
84573001	Inferior root of ansa cervicalis	C47.0	top	0_0_0_6_0
84578005	Internal carotid venous plexus	C49.0	top	0_0_0_8_0
84582007	Costotransverse ligament	C49.6	top	0_0_0_8_6
84585009	Lumbosacral spinal cord gray matter	C72.0	top	0_0_0_13_3_0
84600006	Skin of dorsal surface of great toe	C44.7	top	0_0_0_5_7
84607009	Skin of heel	C44.7	top	0_0_0_5_7
84634007	Entire right lateral fornix	C52.9	top	0_0_0_10_1_0
84649004	Skin of lateral surface of little finger	C44.6	top	0_0_0_5_6
84654008	Left anterior division of left branch of atrioventricular bundle	C38.0	top	0_0_0_2_6_0
84655009	Entire frontopolar branch of anterior cerebral artery	C49.0	top	0_0_0_8_0
84667006	Cervical vertebra	C41.2	top	0_0_0_3_1_2
84680009	Bronchial branch of internal thoracic artery	C49.3	top	0_0_0_8_3
84694005	Interpubic disc	C41.3	top	0_0_0_3_1_3
84707001	Diverticula of ampulla of vas deferens	C63.1	top	0_0_0_11_3_1
84710008	First cuneiform facet of navicular bone of foot	C40.3	top	0_0_0_3_0_3
84712000	Rim of fossa ovalis	C38.0	top	0_0_0_2_6_0
84726009	Reticular membrane of cochlear duct	C30.1	top	0_0_0_2_0_1
84734003	Capsule of distal interphalangeal joint of finger	C40.1	top	0_0_0_3_0_1
84738000	Thyroepiglottic muscle	C49.0	top	0_0_0_8_0
84763000	Shaft of phalanx of great toe	C40.3	top	0_0_0_3_0_3
84765007	Pterygoid region	C49.0	top	0_0_0_8_0
84782009	Peripheral nerve	C47.9	top	0_0_0_6_8
84820005	Fascia	C49.9	top	0_0_0_8_8
84841004	Entire bronchiole of right upper lobe	C34.1	top	0_0_0_2_4_1
84842006	Entire meningeal vein	C49.0	top	0_0_0_8_0
84854006	Vagus nerve nucleus	C72.5	top	0_0_0_13_3_5
84860006	Pericolic tissue	C18.9	top	0_0_0_1_3_9
84883009	Anterior ciliary artery	C49.0	top	0_0_0_8_0
84904004	Superficial flexor tendon of index finger	C49.1	top	0_0_0_8_1
84911000	Iliolumbar vein	C49.5	top	0_0_0_8_5
84919003	Mesothelial papilloma	9052/0	hist	0_0_1_24_4
84924000	Renal segment	C64.9	top	0_0_0_12_0_0
84959000	Superior cervical ganglion	C47.0	top	0_0_0_6_0
84982003	Interosseous metatarsal spaces	C49.2	top	0_0_0_8_2
84983008	Ameloblastic odontoma	9290/0	hist	0_0_1_33_11
85002005	Medial pterygoid muscle	C49.0	top	0_0_0_8_0
85003000	Retinal vein	C69.6	top	0_0_0_13_0_6
85009001	Choroid of both eyes	C69.3	top	0_0_0_13_0_3
85013008	Anterior surface of lens	C69.4	top	0_0_0_13_0_4
85018004	Paracentral sulcus	C71.1	top	0_0_0_13_2_1
85022009	Extensor digitorum pedis longus muscle tendon sheath	C49.2	top	0_0_0_8_2
85031009	Capsule of proximal interphalangeal joint of second toe	C40.3	top	0_0_0_3_0_3
85033007	Sigmoid mesocolon	C48.1	top	0_0_0_7_1
85036004	Gingival epithelial attachment	C03.9	top	0_0_0_0_3_2
85044004	Entire frontal branch of anterior cerebral artery	C49.0	top	0_0_0_8_0
85050009	Humerus	C40.0	top	0_0_0_3_0_0
85054000	Postmature fetus, age over 42 weeks	C58.9	top	0_0_0_10_7_0
85077000	Root of tooth	C26.9	top	0_0_0_1_11_2
85079002	Subcutaneous tissue of vulva	C51.9	top	0_0_0_10_0_4
85084008	Radicular gingiva	C03.9	top	0_0_0_0_3_2
85087001	Entire left suprarenal vein	C49.4	top	0_0_0_8_4
85094003	Transplanted blood vessel	C49.9	top	0_0_0_8_8
85101001	Plantar surface of third toe	C76.5	top	0_0_0_15_5
85114000	Subcutaneous tissue between great toe and second toe	C49.2	top	0_0_0_8_2
85119005	Left inguinal region	C76.3	top	0_0_0_15_3
85139009	Sublingual caruncle	C06.9	top	0_0_0_0_6_4
85141005	Third coccygeal vertebra	C41.4	top	0_0_0_3_1_4
85151006	Left hand	C76.4	top	0_0_0_15_4
85152004	Intercostal lymphatic	C49.3	top	0_0_0_8_3
85168005	Lateral posterior supraclavicular nerve	C47.0	top	0_0_0_6_0
85178008	Spinal subarachnoid space	C70.1	top	0_0_0_13_1_1
85193007	Mucocutaneous junction of lip	C00.2	top	0_0_0_0_0_2
85210000	Intramural part of myometrium	C54.2	top	0_0_0_10_3_2
85212008	Palmar interosseous muscle of hand	C49.1	top	0_0_0_8_1
85234005	Vertebral artery	C49.0	top	0_0_0_8_0
85235006	Left subclavian artery	C49.3	top	0_0_0_8_3
85239000	Structure of tendon and/or tendon sheath of wrist region	C49.1	top	0_0_0_8_1
85245008	White matter of temporal lobe	C71.2	top	0_0_0_13_2_2
85259001	Inferior gluteal artery	C49.5	top	0_0_0_8_5
85264002	Entire parotid fascia	C49.0	top	0_0_0_8_0
85266000	Postcentral cerebellar fissure	C71.6	top	0_0_0_13_2_6
85293002	Interstitial tissue	C49.9	top	0_0_0_8_8
85300006	Superficial perineal space	C49.5	top	0_0_0_8_5
85304002	Palmar fascia of ring finger	C49.1	top	0_0_0_8_1
85322004	Subcutaneous tissue of medial canthus	C49.0	top	0_0_0_8_0
85332006	Bronchiole of right lung	C34.9	top	0_0_0_2_4_5
85338005	Palpebral part of orbicularis oculi muscle	C49.0	top	0_0_0_8_0
85353002	Pararectal fossa	C48.1	top	0_0_0_7_1
85365003	Entire arteriolae rectae vera of kidney	C49.4	top	0_0_0_8_4
85380009	Subinguinal lymph node	C77.4	top	0_0_0_16_4
85383006	Accessory renal artery	C49.9	top	0_0_0_8_8
85383006	Accessory renal artery	C49.4	top	0_0_0_8_4
85401006	Distal fibula	C40.2	top	0_0_0_3_0_2
85412006	Entire neck of fifth rib	C41.3	top	0_0_0_3_1_3
85415008	Entire flexor tendon and tendon sheath of great toe	C49.2	top	0_0_0_8_2
85421007	Right side of body	C76.7	top	0_0_0_15_6
85439003	Cardiac vein	C49.3	top	0_0_0_8_3
85449000	Lamina of seventh cervical vertebra	C41.2	top	0_0_0_3_1_2
85458007	Ileal mucous membrane	C17.2	top	0_0_0_1_2_2
85464000	Contact surface of tooth	C26.9	top	0_0_0_1_11_2
85481009	Rectovesical pouch	C48.1	top	0_0_0_7_1
85499001	Ligament of sternoclavicular joint	C49.3	top	0_0_0_8_3
85528004	Lacteal	C49.9	top	0_0_0_8_8
85533000	Entire proximal phalanx of foot	C40.3	top	0_0_0_3_0_3
85535007	Plica interureterica	C67.9	top	0_0_0_12_3_9
85537004	Shoulder joint	C40.0	top	0_0_0_3_0_0
85546005	Bronchial submucosa	C34.0	top	0_0_0_2_4_0
85562004	Hand	C76.4	top	0_0_0_15_4
85575004	Trapezoid	C40.1	top	0_0_0_3_0_1
85610005	Subcutaneous tissue of cymba conchae	C49.0	top	0_0_0_8_0
85625005	Proximal phalanx of second toe	C40.3	top	0_0_0_3_0_3
85627002	Retrovaginal region	C76.3	top	0_0_0_15_3
85629004	Adductor longus muscle	C49.2	top	0_0_0_8_2
85637007	Internal capsule	C71.0	top	0_0_0_13_2_0
85647005	Oculomotor nerve superior division	C72.5	top	0_0_0_13_3_5
85655003	Capsule of knee joint	C40.2	top	0_0_0_3_0_2
85671003	Distal third of shaft of bone	C41.9	top	0_0_0_3_1_6
85682006	Calamus scriptorius	C71.7	top	0_0_0_13_2_7
85695001	Fascia lata	C49.2	top	0_0_0_8_2
85706002	Right parotid gland	C07.9	top	0_0_0_0_7_0
85710004	Ischium	C41.4	top	0_0_0_3_1_4
85713002	Cranial articular process of fourth thoracic vertebra	C41.2	top	0_0_0_3_1_2
85743000	Martin-Gruber anastomosis	C47.1	top	0_0_0_6_1
85752009	Ilioinguinal nerve	C47.5	top	0_0_0_6_5
85756007	Tissue	C76.7	top	0_0_0_15_6
85774003	Terminal ileum	C17.2	top	0_0_0_1_2_2
85802006	Vaginal artery	C49.5	top	0_0_0_8_5
85803001	Eyelash	C44.1	top	0_0_0_5_1
85816001	Retromolar trigone	C06.2	top	0_0_0_0_6_2
85835001	Subserosa of gallbladder	C23.9	top	0_0_0_1_8_0
85852002	Petrosal vein	C49.0	top	0_0_0_8_0
85856004	Acromioclavicular joint	C40.0	top	0_0_0_3_0_0
85874008	Entire vagus nerve parasympathetic fibres to intestines	C47.9	top	0_0_0_6_8
